Link Name,Source Physical Location,Source NE Name,Source NE ID,Source Board,Source Port,Sink Physical Location,Sink NE Name,Sink NE ID,Sink Board,Sink Port,Level,Up and down Rate Ratio(TX:RX),Source Protect Type,Sink Protect Type,Source Protection Group ID,Sink Protection Group ID,Source Protect Unit Type,Sink Protect Unit Type,Source Revertive Mode,Sink Revertive Mode,Source Protection Group Active Work Unit,Sink Protection Group Active Work Unit,Source XPIC Group ID,Sink XPIC Group ID,Source XPIC Group Capacity (Mbit/s),Sink XPIC Group Capacity (Mbit/s),Source XPIC Polarization Direction,Sink XPIC Polarization Direction,Source XPIC Adjoin NEID,Sink XPIC Adjoin NEID,Source XPIC Adjoin LinkID,Sink XPIC Adjoin LinkID,Source Frequency(GHz),Sink Frequency(GHz),Source ODU Frequency Range(MHz),Sink ODU Frequency Range(MHz),Source Equipment Infomation,Sink Equipment Infomation,Source Station Type,Sink Station Type,Source NE Frequency (MHz),Sink NE Frequency (MHz),Source NE Radio Work Mode,Sink NE Radio Work Mode,Source NE Preset Value of Transmit Power,Sink NE Preset Value of Transmit Power,Source NE Current Value of Transmit Power,Sink NE Current Value of Transmit Power,Source NE Preset Value of Receive Power,Sink NE Preset Value of Receive Power,Source NE Current Value of Receive Power,Sink NE Current Value of Receive Power,Source NE Max Value of Transmit Power of 24-Hour PM,Sink NE Max Value of Transmit Power of 24-Hour PM,Source NE Min Value of Transmit Power of 24-Hour PM,Sink NE Min Value of Transmit Power of 24-Hour PM,Source NE Max Value of Receive Power of 24-Hour PM,Sink NE Max Value of Receive Power of 24-Hour PM,Source NE Min Value of Receive Power of 24-Hour PM,Sink NE Min Value of Receive Power of 24-Hour PM,Source NE Guaranteed E1 Capacity,Sink NE Guaranteed E1 Capacity,Source NE Occupied E1 Capacity,Sink NE Occupied E1 Capacity,Source NE E1 Capacity Usage (%),Sink NE E1 Capacity Usage (%),Source NE Ethernet Capacity (Mbit/s),Sink NE Ethernet Capacity (Mbit/s),Source NE Max. Ethernet Throughput (kbps),Sink NE Max. Ethernet Throughput (kbps),Source NE Min. Ethernet Throughput (kbps),Sink NE Min. Ethernet Throughput (kbps),Source NE Average Ethernet Throughput (kbps),Sink NE Average Ethernet Throughput (kbps),Source NE ATPC Enable Status,Sink NE ATPC Enable Status,Source NE ATPC Upper Threshold,Sink NE ATPC Upper Threshold,Source NE ATPC Lower Threshold,Sink NE ATPC Lower Threshold,Source NE ATPC Automatic Threshold Enable Status,Sink NE ATPC Automatic Threshold Enable Status,Source NE ATPC Upper Automatic Threshold,Sink NE ATPC Upper Automatic Threshold,Source NE ATPC Lower Automatic Threshold,Sink NE ATPC Lower Automatic Threshold,Source NE AM Status,Sink NE AM Status,Source AM Full Capacity Modulation Format,Sink AM Full Capacity Modulation Format,Source AM Guaranteed Capacity Modulation Format,Sink AM Guaranteed Capacity Modulation Format,Highest-Order AM Scheme for Source NE,Highest-Order AM Scheme for Sink NE,Lowest-Order AM Scheme for Source NE,Lowest-Order AM Scheme for Sink NE,Link ID,Site Distance
l-1,,377-CTG_X0728_NE_2,9-377,5-ISV3,1(CTG_X0085_NE_1),,368-CTG_X0085_NE_1,9-368,5-ISV3,1(CTG_X0728_NE_2),Hybrid(228Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37128,38388,"1E1,28MHz,1024QAMLight","1E1,28MHz,1024QAMLight",4,4,-55,-55,-32.5,-10,-34.2,-35.1,-55,-55,-55,-55,-34.2,-35.1,-41.3,-42.4,1,1,0,0,0,0,225.323,225.323,27473,96835,210,212,4490,19228,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,9510,-
l-1,,44335-KHU_R1669_NE_1,193-44335,5-ISM6,1(10476-KHU_X0994_NE_1),,10476-KHU_X0994_NE_1,9-10476,7-ISM6,2(44335-KHU_R1669_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8279.5,8013.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",6.5,6.5,6.4,6.4,-10,-10,-39.6,-39.3,6.6,6.6,6.3,6.3,-38.7,-39,-39.6,-39.5,0,0,0,0,-,-,42.742,42.742,19554,5580,129,18,3470,667,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSK,QPSK,/,/,/,/,9514,-
l-1,,44190-KHU_R1666_NE_1,193-44190,5-ISV3,1(44195-KHU_X0155_NE_2),,44195-KHU_X0155_NE_2,193-44195,3-ISM6,2(44190-KHU_R1666_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[11445.000,11745.000]","[10915.000,11215.000]",XMC-2,XMC-2,TX high,TX low,11578.5,11048.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",8,8,5.1,8.8,-10,-10,-55.6,-54.4,5.1,8.8,4.9,8,-54.4,-54.4,-55.7,-55.7,0,0,0,0,-,-,42.269,42.269,33004,5102,82,46,5948,1083,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9515,-
l-1,,2485-RAJ_X0014_NE_1,Sep-85,4-ISV3,1(44412-RAJ_W1853_NE_1),,44412-RAJ_W1853_NE_1,193-44412,3-ISV3,1(2485-RAJ_X0014_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[7905.000,8024.000]","[8171.000,8290.000]",XMC-2,XMC-2,TX low,TX high,8010,8276,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",7,7,6.5,6.4,-10,-10,-38.7,-38.2,6.5,6.6,6.3,6.4,-37.4,-37,-40,-40.1,0,0,0,0,-,-,88.203,88.203,10846,39262,193,782,2838,11259,Enabled,Enabled,-50,-50,-55,-55,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9516,-
l-2,,10604-RAJ_G1860_NE_1,9-10604,3-ISV3,1(7636-RAJ_X0060_NE_1),,7636-RAJ_X0060_NE_1,Sep-36,4-ISV3,1(10604-RAJ_G1860_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8244.5,7978.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",24,24,6.5,6.4,-10,-10,-46.2,-46.3,6.5,6.5,6.3,6.3,-45.7,-46.2,-46.3,-46.5,0,0,0,0,-,-,42.269,42.269,33186,6209,1070,224,7889,1831,Enabled,Enabled,-56,-56,-61,-61,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9517,-
l-2,,10607-SYL_W0711_NE_1,9-10607,3-ISV3,1(8544-SYL_X0034_NE_2),,8544-SYL_X0034_NE_2,Sep-44,4-ISV3,1(10607-SYL_W0711_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8248,7982,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",12,12,6.5,6.5,-10,-10,-50,-50.3,6.5,6.6,6.4,6.5,-45.5,-44.8,-50,-50.3,0,0,0,0,-,-,88.203,88.203,43422,11216,677,239,11632,2595,Enabled,Enabled,-50,-50,-55,-55,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9518,-
l-2,,6237-DHK_X1943_NE_1,Sep-37,6-ISV3,1(44365-DHK_G5360_NE_1),,44365-DHK_G5360_NE_1,193-44365,3-ISV3,1(6237-DHK_X1943_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8230.5,7964.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",12,12,11.9,12,-10,-10,-42.8,-42.8,12,12,11.9,11.9,-42.7,-42.6,-43.3,-43.2,0,0,0,0,-,-,42.269,42.269,5506,29793,17,107,788,4365,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9519,-
l-3,,44333-SYL_W0689_NE_1,193-44333,3-ISV3,1(8242-SYL_X0222_NE_1),,8242-SYL_X0222_NE_1,Sep-42,2-ISV3,1(44333-SYL_W0689_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8276,8010,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",17,17,9.9,9.7,-10,-10,-49.2,-48.3,12.6,12.6,9.9,9.7,-47.3,-48.1,-51.5,-50.1,0,0,0,0,-,-,88.203,88.203,47160,8227,1049,299,9749,2653,Enabled,Enabled,-47,-47,-52,-52,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9520,-
l-1,,2566-CTG_X0471_NE_1,Sep-66,4-ISV3,1(8482-CTG_W2183_NE_1),,8482-CTG_W2183_NE_1,Sep-82,3-ISV3,1(2566-CTG_X0471_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37163,38423,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",0,0,-0.2,-0.1,-10,-10,-31.7,-33,0.3,0,-0.2,-0.1,-31.5,-32.4,-31.8,-33,0,0,0,0,-,-,88.203,88.203,19014,50908,954,1577,9503,25203,Enabled,Enabled,-47,-47,-52,-52,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9521,-
l-2,,44344-RAJ_W1855_NE_1,193-44344,3-ISV3,1(5279-RAJ_X0021_NE_1),,5279-RAJ_X0021_NE_1,Sep-79,5-ISV3,1(44344-RAJ_W1855_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[7905.000,8024.000]","[8171.000,8290.000]",XMC-2,XMC-2,TX low,TX high,7996,8262,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",12,12,6.5,6.5,-10,-10,-46,-45.4,6.5,6.6,6.3,6.4,-45,-44.7,-46.1,-45.9,0,0,0,0,-,-,88.203,88.203,34739,7201,1099,221,6551,1672,Enabled,Enabled,-50,-50,-55,-55,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9523,-
l-3,,10597-KHU_G1822_NE_1,9-10597,5-ISM6,1(48135-KHU_X0058_NE_1),,48135-KHU_X0058_NE_1,9-48135,4-ISM6,2(10597-KHU_G1822_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[10675.000,10975.000]","[11205.000,11505.000]",XMC-2,XMC-2,TX low,TX high,10919.5,11449.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",8,8,-3.9,-4,-10,-10,-57.4,-56.7,-3.7,-3.8,-4,-4.1,-56.5,-55.7,-58.9,-58,0,0,0,0,-,-,42.742,42.742,28302,5693,155,42,6405,1354,Enabled,Enabled,-56,-56,-61,-61,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9524,-
l-1,,45971-DHK_X0908_NE_2,220-45971,3-ISV3,1(7257-DHK_G2928_NE_1),,7257-DHK_G2928_NE_1,Sep-57,4-ISV3,1(45971-DHK_X0908_NE_2),Hybrid(54Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,"[14718.000,14928.000]","[15138.000,15348.000]",XMC-2,XMC-2,TX low,TX high,14728.5,15148.5,"0E1,7MHz,1024QAMLight","0E1,7MHz,1024QAMLight",8,8,6.5,8.5,-10,-10,-49.2,-49.8,7.5,8.5,6.5,6.5,-49.2,-48.3,-51.2,-49.8,0,0,0,0,-,-,53.699,53.699,10599,44094,248,534,3236,12390,Enabled,Enabled,-47,-47,-52,-52,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,9525,-
l-5,,4411-RAJ_X0459_NE_1,Sep-11,2-ISV3,1(8797-RAJ_G1731_NE_1),,8797-RAJ_G1731_NE_1,Sep-97,3-ISV3,1(4411-RAJ_X0459_NE_1),Hybrid(17Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8228.75,7962.75,"2E1,3.5MHz,128QAM","2E1,3.5MHz,128QAM",22,22,13,9.9,-10,-10,-55.2,-54.2,14.7,12.8,13,9.9,-52.7,-52.4,-55.2,-56.6,2,2,0,0,0,0,12.762,12.762,1802,2505,135,60,629,729,Enabled,Enabled,-52,-52,-57,-57,Disabled,Disabled,-,-,-,-,Enabled,Enabled,128QAM,128QAM,QPSK,QPSK,/,/,/,/,9528,-
l-1,,44357-SYL_G0673_NE_1,193-44357,3-ISV3,1(6327-SYL_X0163_NE_1),,6327-SYL_X0163_NE_1,Sep-27,4-ISV3,1(44357-SYL_G0673_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18695.000,19240.000]","[17685.000,18230.000]",XMC-2,XMC-2,TX high,TX low,18978.13,17968.13,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",4,4,12.4,10.4,-10,-10,-48.1,-48.1,12.4,10.4,10.8,9.8,-47.7,-47.8,-48.5,-48.3,0,0,0,0,-,-,88.203,88.203,37914,11671,455,146,11569,3055,Enabled,Enabled,-45.5,-45.5,-50.5,-50.5,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9531,-
l-1,,10580-RAJ_G1869_NE_1,9-10580,3-ISV3,1(3048-RAJ_X0225_NE_1),,3048-RAJ_X0225_NE_1,Sep-48,2-ISV3,1(44362_RAJ_G1869_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11,"[11445.000,11745.000]","[10915.000,11215.000]",XMC-2,XMC-2,TX high,TX low,11540,11010,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",0,0,-4,-4,-10,-10,-42.7,-42.7,-4,-3.9,-4,-4.1,-41.7,-42.1,-42.7,-42.7,0,0,0,0,-,-,88.203,88.203,37707,7388,1270,235,8477,2473,Enabled,Enabled,-47,-47,-52,-52,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9533,-
l-1,,10386-KHU_X0220_NE_1,9-10386,7-ISM6,1(10385-KHU_G0961_NE_1),,10385-KHU_G0961_NE_1,9-10385,7-ISM6,1(10386-KHU_X0220_NE_1),Hybrid(161Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Work Unit,-,-,-,-,-,-,-,-,-,-,11,11,"[11205.000,11505.000]","[10675.000,10975.000]",XMC-3,XMC-3,TX high,TX low,11439,10909,"0E1,28MHz,128QAM","0E1,28MHz,128QAM",13,13,0.1,-1.8,-10,-10,-56.2,-54.7,1.4,0.2,-3,-2,-53.6,-53.4,-57.9,-57.8,0,0,0,0,-,-,159.823,159.823,19474,78483,556,1180,7582,29494,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,128QAM,128QAM,QPSK,QPSK,/,/,/,/,9534,-
l-2,,10386-KHU_X0220_NE_1,9-10386,7-ISM6,2(10385-KHU_G0961_NE_1),,10385-KHU_G0961_NE_1,9-10385,7-ISM6,2(10386-KHU_X0220_NE_1),Hybrid(161Mbit/s),-,1+1(HSB),1+1(HSB),1,1,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,11,11,"[11205.000,11505.000]","[10675.000,10975.000]",XMC-3,XMC-3,TX high,TX low,11439,10909,"0E1,28MHz,128QAM","0E1,28MHz,128QAM",13,13,-55,-55,-10,-10,-60.6,-59.5,-55,-55,-55,-55,-58.5,-58,-62.8,-62.5,0,0,0,0,-,-,159.823,159.823,0,0,0,0,0,0,Enabled,Enabled,-53,-53,-58,-58,Disabled,Disabled,-,-,-,-,Enabled,Enabled,128QAM,128QAM,QPSK,QPSK,/,/,/,/,9535,-
l-3,,10386-KHU_X0220_NE_1,9-10386,4-ISM6,1(10387-KHU_G1375_NE_1),,10387-KHU_G1375_NE_1,9-10387,7-ISM6,1(10386-KHU_X0220_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,"[14921.000,15145.000]","[14501.000,14725.000]",XMC-3,XMC-3,TX high,TX low,15141.5,14721.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",12,12,-7,-8,-10,-10,-58.9,-57.7,-6,-6,-8,-8,-56.4,-56,-60.7,-60.8,0,0,0,0,-,-,42.742,42.742,4126,20011,19,108,214,1126,Enabled,Enabled,-56,-56,-61,-61,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9536,-
l-1,,1414-CTG_X0028_NE_2,9-1414,5-ISV3,1(8758-CTG_R1793_NE_1),,8758-CTG_R1793_NE_1,Sep-58,3-ISV3,1(1414-CTG_X0028_NE_2),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18695.000,19240.000]","[17685.000,18230.000]",XMC-2,XMC-2,TX high,TX low,18978.13,17968.13,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",2,2,0,0.2,-10,-10,-46.5,-45.5,0.1,0.2,-0.2,-0.1,-46.5,-45.4,-46.9,-45.7,0,0,0,0,-,-,88.203,88.203,10490,46820,73,91,2120,7669,Enabled,Enabled,-49,-49,-54,-54,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9537,-
l-1,,8844-CTG_R2128_NE_1,Sep-44,3-ISV3,1(1402-CTG_X0608_NE_1),,1402-CTG_X0608_NE_1,9-1402,4-ISV3,1(8844-CTG_R2128_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18695.000,19240.000]","[17685.000,18230.000]",XMC-2,XMC-2,TX high,TX low,18950.63,17940.63,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",0,0,0,0.1,-10,-10,-32.6,-42.6,0.1,0.1,-0.4,-0.3,-32.4,-40.7,-32.8,-42.6,0,0,0,0,-,-,88.203,88.203,40897,8677,596,153,10360,2524,Enabled,Enabled,-46,-46,-51,-51,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9539,-
l-1,,9428-RAJ_G1818_NE_1,Sep-28,3-ISV3,1(2912-RAJ_X0176_NE_1),,2912-RAJ_X0176_NE_1,Sep-12,5-ISV3,1(9428-RAJ_G1818_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8234,7968,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",6.5,6.5,6.4,6.4,-10,-10,-36.7,-36.1,6.5,6.4,6.3,6.3,-36.2,-36.1,-36.7,-36.6,0,0,0,0,-,-,88.203,88.203,36521,9395,822,227,10548,3168,Enabled,Enabled,-47,-47,-52,-52,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9540,-
l-1,,10630-BAR_G0578_NE_1,9-10630,3-ISV3,1(2027-BAR_X0115_NE_1),,2027-BAR_X0115_NE_1,Sep-27,4-ISV3,1(10630-BAR_G0578_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8262,7996,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",7,7,6.4,6.4,-10,-10,-33.6,-34.3,6.5,6.5,6.3,6.3,-33.6,-34.3,-34,-34.6,0,0,0,0,-,-,88.203,88.203,41032,8876,0,0,9844,2138,Enabled,Enabled,-47,-47,-52,-52,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9541,-
l-1,,9370-CTG_G2096_NE_1,Sep-70,3-ISV3,1(30560-CTG_X0470_NE_2),,30560-CTG_X0470_NE_2,9-30560,4-ISV3,1(9370-CTG_G2096_NE_1),Hybrid(89Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[25557.000,25893.000]","[24549.000,24885.000]",XMC-2,XMC-2,TX high,TX low,25606,24598,"0E1,14MHz,256QAM","0E1,14MHz,256QAM",5,5,0,0.1,-10,-10,-41.9,-45.9,0.1,0.1,-0.1,-0.1,-41.9,-45.5,-46.7,-45.9,0,0,0,0,-,-,88.203,88.203,40150,11292,0,139,13100,4689,Enabled,Enabled,-49,-49,-54,-54,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9544,-
l-1,,10618-DHK_G2988_NE_1,9-10618,3-ISV3,1(10199-DHK_X3851_NE_1),,10199-DHK_X3851_NE_1,9-10199,3-ISV3,1(10618-DHK_G2988_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8265.5,7999.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",10,10,9.9,9.9,-10,-10,-43,-90,10,10,9.9,9.8,-43,-41.8,-43.9,-90,0,0,0,0,-,-,42.269,42.269,41911,8321,280,79,7501,2189,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9545,-
l-1,,10620-KHU_G1805_NE_1,9-10620,3-ISM6,1(10398-KHU_X0128_NE_2),,10398-KHU_X0128_NE_2,9-10398,3-ISM6,2(10620-KHU_G1805_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[7905.000,8024.000]","[8171.000,8290.000]",XMC-2,XMC-2,TX low,TX high,8013.5,8279.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",6.5,6.5,6.5,6.5,-10,-10,-44.3,-43.3,6.5,6.6,6.3,6.4,-43.7,-43.3,-44.3,-43.6,0,0,0,0,-,-,42.269,42.269,36370,4486,182,37,4355,1026,Enabled,Enabled,-57,-57,-62,-62,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9546,-
l-2,,10617-DHK_W6012_NE_1,9-10617,3-ISV3,1(10247-DHK_X3692_NE_1),,10247-DHK_X3692_NE_1,9-10247,3-ISV3,1(10617-DHK_W6012_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8230.5,7964.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",10,10,10,10,-10,-10,-44.4,-46,10.1,10,9.9,9.8,-42.7,-42.8,-45,-46,0,0,0,0,-,-,42.269,42.269,36021,6061,167,30,5486,1527,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,9548,-
l-1,,44574-SYL_G0710_NE_1,193-44574,3-ISV3,1(3020-SYL_X0035_NE_1),,3020-SYL_X0035_NE_1,Sep-20,2-ISV3,1(44574-SYL_G0710_NE_1),Hybrid(54Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[7905.000,8024.000]","[8171.000,8290.000]",XMC-2,XMC-2,TX low,TX high,7964.5,8230.5,"0E1,7MHz,1024QAMLight","0E1,7MHz,1024QAMLight",14,14,6.5,6.5,-10,-10,-51,-51.1,6.6,6.5,6.4,6.4,-50.7,-51,-51.2,-51.4,0,0,0,0,-,-,53.699,53.699,35437,11685,887,182,7407,1853,Enabled,Enabled,-55,-55,-60,-60,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,9549,-
l-2,,10619-KHU_G1807_NE_1,9-10619,3-ISM6,1(10338-KHU_X0603_NE_1),,10338-KHU_X0603_NE_1,9-10338,4-ISM6,2(10619-KHU_G1807_NE_1),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,"[8171.000,8290.000]","[7905.000,8024.000]",XMC-2,XMC-2,TX high,TX low,8230.5,7964.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",15,15,6.5,6.5,-10,-10,-53,-52.9,6.6,6.8,6.4,6.5,-50.3,-51.2,-56.5,-56.1,0,0,0,0,-,-,42.742,42.742,27913,4860,292,78,4739,1343,Enabled,Enabled,-57,-57,-62,-62,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSK,QPSK,/,/,/,/,9550,-
