Link Name,Source Physical Location,Source NE Name,Source NE ID,Source Board,Source Port,Sink Physical Location,Sink NE Name,Sink NE ID,Sink Board,Sink Port,Level,Up and down Rate Ratio(TX:RX),Source Protect Type,Sink Protect Type,Source Protection Group ID,Sink Protection Group ID,Source Protect Unit Type,Sink Protect Unit Type,Source Revertive Mode,Sink Revertive Mode,Source Protection Group Active Work Unit,Sink Protection Group Active Work Unit,Source XPIC Group ID,Sink XPIC Group ID,Source XPIC Group Capacity (Mbit/s),Sink XPIC Group Capacity (Mbit/s),Source XPIC Polarization Direction,Sink XPIC Polarization Direction,Source XPIC Adjoin NEID,Sink XPIC Adjoin NEID,Source XPIC Adjoin LinkID,Sink XPIC Adjoin LinkID,Source Frequency(GHz),Sink Frequency(GHz),Source ODU Frequency Range(MHz),Sink ODU Frequency Range(MHz),Source Equipment Infomation,Sink Equipment Infomation,Source Station Type,Sink Station Type,Source NE Frequency (MHz),Sink NE Frequency (MHz),Source NE Radio Work Mode,Sink NE Radio Work Mode,Source NE Preset Value of Transmit Power,Sink NE Preset Value of Transmit Power,Source NE Current Value of Transmit Power,Sink NE Current Value of Transmit Power,Source NE Preset Value of Receive Power,Sink NE Preset Value of Receive Power,Source NE Current Value of Receive Power,Sink NE Current Value of Receive Power,Source NE Max Value of Transmit Power of 24-Hour PM,Sink NE Max Value of Transmit Power of 24-Hour PM,Source NE Min Value of Transmit Power of 24-Hour PM,Sink NE Min Value of Transmit Power of 24-Hour PM,Source NE Max Value of Receive Power of 24-Hour PM,Sink NE Max Value of Receive Power of 24-Hour PM,Source NE Min Value of Receive Power of 24-Hour PM,Sink NE Min Value of Receive Power of 24-Hour PM,Source NE Guaranteed E1 Capacity,Sink NE Guaranteed E1 Capacity,Source NE Occupied E1 Capacity,Sink NE Occupied E1 Capacity,Source NE E1 Capacity Usage (%),Sink NE E1 Capacity Usage (%),Source NE Ethernet Capacity (Mbit/s),Sink NE Ethernet Capacity (Mbit/s),Source NE Max. Ethernet Throughput (kbps),Sink NE Max. Ethernet Throughput (kbps),Source NE Min. Ethernet Throughput (kbps),Sink NE Min. Ethernet Throughput (kbps),Source NE Average Ethernet Throughput (kbps),Sink NE Average Ethernet Throughput (kbps),Source NE ATPC Enable Status,Sink NE ATPC Enable Status,Source NE ATPC Upper Threshold,Sink NE ATPC Upper Threshold,Source NE ATPC Lower Threshold,Sink NE ATPC Lower Threshold,Source NE ATPC Automatic Threshold Enable Status,Sink NE ATPC Automatic Threshold Enable Status,Source NE ATPC Upper Automatic Threshold,Sink NE ATPC Upper Automatic Threshold,Source NE ATPC Lower Automatic Threshold,Sink NE ATPC Lower Automatic Threshold,Source NE AM Status,Sink NE AM Status,Source AM Full Capacity Modulation Format,Sink AM Full Capacity Modulation Format,Source AM Guaranteed Capacity Modulation Format,Sink AM Guaranteed Capacity Modulation Format,Highest-Order AM Scheme for Source NE,Highest-Order AM Scheme for Sink NE,Lowest-Order AM Scheme for Source NE,Lowest-Order AM Scheme for Sink NE,Link ID,Site Distance
l-1,,1965-DHK_B1491_NE_1,Sep-65,3-ISV3,1(7447-DHK_X9016_NE_2),,7447-DHK_X9016_NE_2,Sep-47,10-ISV3,1(1965-DHK_B1491_NE_1),Hybrid(54Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX high,TX high,24594.5,25602.5,"0E1,7MHz,1024QAMLight","0E1,7MHz,1024QAMLight",0,0,0,0,-10,-10,-31.9,-31,0.1,0.2,0,0,-31.5,-30.8,-31.9,-31.1,0,0,0,0,-,-,53.699,53.699,42526,/,63,/,2379,/,Enabled,Enabled,-42,-42,-47,-47,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,256QAM,/,QPSKStrong,/,21233,-
l-2,,23456-DHK_X3385_NE_1,9-23456,2-ISV3,1(4094-DHK_R7031_NE_1),,4094-DHK_R7031_NE_1,Sep-94,3-ISV3,1(23456-DHK_X3385_NE_1),Hybrid(54Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[25557.000,25893.000]","[24549.000,24885.000]",XMC-2,XMC-2,TX high,TX low,25588.5,24580.5,"0E1,7MHz,1024QAMLight","0E1,7MHz,1024QAMLight",0,0,0.1,0,-10,-10,-28.8,-31.4,0.2,0.1,-0.1,0,-28.6,-31.1,-28.9,-31.6,0,0,0,0,-,-,53.699,53.699,/,/,/,/,/,/,Enabled,Enabled,-44,-44,-49,-49,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,21234,-
l-1,,1156-DHK_X2990_NE_1,9-1057,2-ISV3,1(7282-DHK_R6696_NE_1),,7282-DHK_R6696_NE_1,Sep-82,4-ISV3,1(1156-DHK_X2990_NE_1),Hybrid(54Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",XMC-2,XMC-2,TX high,TX low,38377.5,37117.5,"0E1,7MHz,1024QAMLight","0E1,7MHz,1024QAMLight",5,0,5,0.1,-10,-10,-37.8,-30.9,5,0.2,4.8,-0.1,-37.3,-30,-37.8,-30.9,0,0,0,0,-,-,53.699,53.699,30524,49100,364,866,5993,19043,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,21242,-
l-1,,5139-DHK_X0679_NE_1,Sep-39,5-ISV3,1(4420-DHK_W1791_NE_1),,4420-DHK_W1791_NE_1,Sep-20,4-ISV3,1(5139-DHK_X0679_NE_1),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[25557.000,25893.000]","[24549.000,24885.000]",XMC-2,XMC-2,TX high,TX low,25592,24584,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",0,0,0,0,-10,-10,-32.9,-32.1,0,0,-0.1,0,-32.5,-31.7,-33.7,-32.3,0,0,0,0,-,-,108.702,108.702,38993,92922,567,410,12087,41460,Enabled,Enabled,-42,-42,-47,-47,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,21243,-
l-1,,1508-DHK_R6782_NE_1,9-1508,3-ISV3,1(2127-DHK_X0354_NE_1),,2127-DHK_X0354_NE_1,Sep-27,2-ISV3,1(1508-DHK_R6782_NE_1),Hybrid(54Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24580.5,25588.5,"0E1,7MHz,1024QAMLight","0E1,7MHz,1024QAMLight",0,0,0,0.1,-10,-10,-38.3,-38.2,0.2,0.2,-0.1,0.1,-37.8,-37.9,-38.6,-38.5,0,0,0,0,-,-,53.699,53.699,/,/,/,/,/,/,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,21244,-
MiniHub Protection,,1690-DHK_X0638_NE_1,9-1690,6-ISV3,1(688-DHK_X0441_NE_1),,688-DHK_X0441_NE_1,9-42999,6-ISV3,1(1690-DHK_X0638_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24591,25599,"0E1,28MHz,1024QAMLight","0E1,28MHz,1024QAMLight",5,5,5,5,-10,-10,-31.3,-32,5.1,5,5,5,-31,-31.8,-31.3,-32,0,0,0,0,-,-,227.398,227.398,/,/,/,/,/,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,21246,-
l-5,,8386-DHK_X4007_NE_1,Sep-86,4-ISV3,1(1660-DHK_X0743_NE_1),,1660-DHK_X0743_NE_1,9-1660,4-ISV3,1(8386-DHK_X4007_NE_1),Hybrid(104Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-2,XMC-2,TX low,TX high,37121,38381,"0E1,14MHz,1024QAM","0E1,14MHz,1024QAM",0,0,0,0.1,-10,-10,-27,-27,0.1,0.2,0,0,-26.4,-26.9,-27,-27.3,0,0,0,0,-,-,103.541,103.541,49808,13126,240,294,13870,3487,Enabled,Enabled,-42,-42,-47,-47,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAM,1024QAM,QPSKStrong,QPSKStrong,/,/,/,/,21250,-
l-6,,115-DHK_X0420_NE_1,9-115,5-ISV3,1(4058-DHK_R0078_NE_1),,4058-DHK_R0078_NE_1,Sep-58,3-ISV3,1(115-DHK_X0420_NE_1),Hybrid(94Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,26,"[24549.000,24885.000]","[25557.000,25893.000]",/,XMC-2,/,TX high,24584,25592,"0E1,14MHz,512QAM","0E1,14MHz,512QAM",8,8,5.1,5,-10,-10,-61.4,-60.7,20.3,14.8,5.1,5,-50.6,-52.8,-61.4,-60.7,0,0,0,0,-,-,93.566,93.566,/,/,/,/,/,/,Enabled,Enabled,-48,-48,-53,-53,/,Disabled,/,-,/,-,Enabled,Enabled,512QAM,512QAM,QPSKStrong,QPSKStrong,/,/,/,/,21251,-
LOS Break,,1658-DHK_X1141_NE_1,9-1658,5-ISV3,1(DHK_X1707_NE_1),,1662-DHK_X1707_NE_1,9-1662,3-ISV3,1(DHK_X1141_NE_1),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24584,25592,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",8,8,22,20,-10,-10,-79.1,-81.7,22,22.1,20,20,-75,-69.1,-79.1,-82.5,0,0,0,0,-,-,108.702,108.702,482,/,0,/,0,/,Enabled,Enabled,-44,-44,-49,-49,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSK,QPSK,256QAM,/,QPSKStrong,/,21252,-
MiniHub Protection,,1662-DHK_X1707_NE_1,9-1662,6-ISV3,1(DHK_X0421_NE_1),,681-DHK_X0421_NE_1,9-681,2-ISV3,1(1662-DHK_X1707_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-3,XMC-3,TX low,TX high,37128,38388,"0E1,28MHz,1024QAMLight","0E1,28MHz,1024QAMLight",0,0,-10,-10,-10,-10,-35.8,-33.8,-10,-10,-10,-10,-35.1,-32.8,-36.2,-33.8,0,0,0,0,-,-,227.398,227.398,65254,17257,381,381,20308,4798,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,16QAM,16QAM,/,/,/,/,21253,-
MiniHub Protection,,450-DHK_X0016_NE_1,9-450,6-ISV3,1(901-DHK_X1104_NE_1),,901-DHK_X1104_NE_1,9-901,6-ISV3,1(450-DHK_X0016_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[37044.000,37632.000]","[38304.000,38892.000]",XMC-3,XMC-3,TX low,TX high,37156,38416,"0E1,28MHz,1024QAMLight","0E1,28MHz,1024QAMLight",0,0,-10,-10,-10,-10,-35.3,-34.8,-10,-10,-10,-10,-35,-33.9,-35.8,-34.8,0,0,0,0,-,-,227.398,227.398,/,/,/,/,/,/,Enabled,Enabled,-40,-40,-45,-45,/,Disabled,/,-,/,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,21254,-
l-2,,7342-DHK_X1123_NE_2,Sep-42,3-ISV3,1(DHK_R6061_NE_1),,38219-DHK_R6061_NE_1,198-38219,3-ISV3,1(7342-DHK_X1123_NE_2),Hybrid(43Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",XMC-2,XMC-2,TX high,TX low,38377.5,37117.5,"4E1,7MHz,256QAM","4E1,7MHz,256QAM",0,0,-0.2,0.1,-10,-10,-32.9,-30,0.3,0.1,-0.2,0,-32.1,-28.8,-32.9,-30,4,4,0,0,0,0,34.051,34.051,/,/,/,/,/,/,Enabled,Enabled,-50,-50,-55,-55,Disabled,Disabled,-,-,-,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,21257,-
l-7,,41177-DHK_X4429_NE_1,206-41177,1-ISV3,1(599-DHK_X0371_NE_1),,599-DHK_X0371_NE_1,9-599,6-ISV3,1(41177-DHK_X4429_NE_1),Hybrid(54Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,38,"[38304.000,38892.000]","[37044.000,37632.000]",XMC-2,XMC-2,TX high,TX low,38377.5,37117.5,"0E1,7MHz,1024QAMLight","0E1,7MHz,1024QAMLight",0,0,-0.1,0,-10,-10,-31.8,-30.6,0,0.1,-0.2,-0.2,-31.1,-29.9,-32,-30.6,0,0,0,0,-,-,53.699,53.699,/,/,/,/,/,/,Enabled,Enabled,-45,-45,-50,-50,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,21258,-
l-1,,8-DHK_X3517_NE_1,8-Sep,4-ISV3,1(71-DHK_X4634_NE_1),,71-DHK_X4634_NE_1,Sep-71,3-ISV3,1(8-DHK_X3517_NE_1),Hybrid(104Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,38,"[38304.000,38892.000]","[37044.000,37632.000]",/,XMC-2,/,TX low,38381,37121,"0E1,14MHz,1024QAM","0E1,14MHz,1024QAM",0,0,0,0,-10,-10,-38.9,-40,0.1,0.1,0,0,-38.3,-39.5,-38.9,-40,0,0,0,0,-,-,103.541,103.541,25310,39868,87,110,898,2815,Enabled,Enabled,-40,-40,-45,-45,/,Disabled,/,-,/,-,Enabled,Enabled,1024QAM,1024QAM,QPSKStrong,QPSKStrong,/,1024QAMLight,/,QPSKStrong,21259,-
l-3,,2288-DHK_X3392_NE_1,Sep-88,2-ISV3,1(DHK_X2066_NE_1),,4121-DHK_X2066_NE_1,Sep-21,1-ISV3,1(2288-DHK_X3392_NE_1),Hybrid(196Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,11,"[11445.000,11745.000]","[10915.000,11215.000]",/,XMC-3,/,TX low,11519,10989,"0E1,28MHz,512QAM","0E1,28MHz,512QAM",17,17,16.9,16.8,-10,-10,-39.6,-41.5,17.2,17.2,16.9,16.7,-39.1,-40.3,-42.8,-44,0,0,0,0,-,-,195.675,195.675,/,0,/,0,/,0,Disabled,Disabled,-,-,-,-,/,Disabled,/,-,/,-,Enabled,Enabled,512QAM,512QAM,QPSKStrong,QPSKStrong,/,/,/,/,21260,-
l-6,,3075-DHK_X9043_NE_1,Sep-75,14-ISV3,1(4831-DHK_X2061_NE_1),,4831-DHK_X2061_NE_1,Sep-31,3-ISV3,1(3075-DHK_X9043_NE_1),Hybrid(368Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,8,"[7905.000,8024.000]","[8171.000,8290.000]",/,XMC-2,/,TX high,7989,8255,"8E1,56MHz,256QAM","8E1,56MHz,256QAM",21,21,6.5,6.5,-10,-10,-49.7,-49.4,8.6,11.6,6.4,6.5,-45.5,-45.5,-51,-50.8,8,8,2,2,25,25,350.813,350.813,/,127309,/,913,/,40509,Enabled,Enabled,-46,-46,-51,-51,/,Disabled,/,-,/,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,/,/,/,/,21263,-
l-4,,5140-DHK_X0142_NE_1,Sep-40,5-ISV3,1(DHK_X3348_NE_1),,7136-DHK_X3348_NE_1,Sep-36,5-ISV3,1(5140-DHK_X0142_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[17685.000,18230.000]","[18695.000,19240.000]",XMC-2,XMC-2,TX low,TX high,17947.5,18957.5,"1E1,28MHz,1024QAMLight","1E1,28MHz,1024QAMLight",8,8,9.3,10.4,-10,-10,-46.6,-45.5,9.6,11.6,9.3,10.4,-46.5,-45.5,-48.7,-48.9,1,1,0,0,0,0,225.323,225.323,177993,60920,1790,1630,80011,19361,Enabled,Enabled,-45,-45,-50,-50,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,21266,-
l-5,,11752-DHK_X0397_NE_1,9-11752,3-ISV3,1(771-DHK_X9001_NE_1),,771-DHK_X9001_NE_1,9-771,10-ISV3,1(11752-DHK_X0397_NE_1),Hybrid(228Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18695.000,19240.000]","[17685.000,18230.000]",XMC-2,XMC-2,TX high,TX low,18957.5,17947.5,"0E1,28MHz,1024QAMLight","0E1,28MHz,1024QAMLight",10,10,5.9,7.4,-10,-10,-40.7,-42,5.9,7.4,4.4,5.4,-40.7,-42,-42.9,-43.1,0,0,0,0,-,-,227.398,227.398,/,52003,/,2057,/,19617,Enabled,Enabled,-40,-40,-45,-45,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,21267,-
l-2,,7128-DHK_X1959_NE_1,Sep-28,5-ISV3,1(4612-DHK_X2686_NE_1),,4612-DHK_X2686_NE_1,Sep-12,3-ISV3,1(7128-DHK_X1959_NE_1),Hybrid(242Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,18,"[17685.000,18230.000]","[18695.000,19240.000]",/,XMC-2,/,TX high,18002.5,19012.5,"0E1,28MHz,2048QAM","0E1,28MHz,2048QAM",4,4,0,0.1,-10,-10,-37.9,-37.2,0,0.4,0,-0.1,-35.4,-34.9,-37.9,-37.2,0,0,0,0,-,-,241.045,241.045,/,178266,/,1828,/,80009,Enabled,Enabled,-42,-42,-47,-47,/,Disabled,/,-,/,-,Enabled,Enabled,2048QAM,2048QAM,QPSKStrong,QPSKStrong,/,/,/,/,21268,-
l-6,,807-DHK_G0811_NE_1,9-807,3-ISV3,1(11752-DHK_X0397_NE_1),,11752-DHK_X0397_NE_1,9-11752,4-ISV3,1(807-DHK_G0811_NE_1),Hybrid(210Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,"[14921.000,15145.000]","[14501.000,14725.000]",XMC-2,XMC-2,TX high,TX low,15124,14704,"0E1,28MHz,512QAMLight","0E1,28MHz,512QAMLight",5,5,4.9,5,-10,-10,-32.7,-35.1,5,5.1,4.8,5,-32.2,-34.8,-32.7,-35.2,0,0,0,0,-,-,209.371,209.371,126169,/,1389,/,54095,/,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,21269,-
l-1,,2202-DHK_X0284_NE_1,Sep-02,4-ISV3,1(41317-DHK_M2388_NE_1),,41317-DHK_M2388_NE_1,206-41317,3-ISV3,1(2202-DHK_X0284_NE_1),Hybrid(101Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24626,25634,"0E1,14MHz,512QAMLight","0E1,14MHz,512QAMLight",0,0,0,0.1,-10,-10,-54.6,-53.5,0.1,0.1,0,0,-53.1,-52,-57.4,-55.1,0,0,0,0,-,-,100.143,100.143,7193,/,73,/,432,/,Enabled,Enabled,-54,-54,-59,-59,Disabled,Disabled,-,-,-,-,Enabled,Enabled,512QAMLight,512QAMLight,QPSKStrong,QPSKStrong,256QAM,/,QPSKStrong,/,21270,-
l-1,,7519-DHK_G3795_NE_1,Sep-19,3-ISV3,1(6922-DHK_M2375_NE_1),,6922-DHK_M2375_NE_1,Sep-22,3-ISV3,1(7519-DHK_G3795_NE_1),Hybrid(52Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,"[18695.000,19240.000]","[17685.000,18230.000]",XMC-2,XMC-2,TX high,TX low,18947.25,17937.25,"0E1,7MHz,1024QAM","0E1,7MHz,1024QAM",0,0,-0.2,-0.1,-10,-10,-35.7,-35.7,0,0.1,-0.4,-0.1,-35.7,-35.3,-36.4,-35.7,0,0,0,0,-,-,51.142,51.142,2556,32520,50,68,213,758,Disabled,Disabled,-,-,-,-,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAM,1024QAM,QPSKStrong,QPSKStrong,/,/,/,/,21271,-
l-2,,717-DHK_X2130_NE_1,9-717,4-ISV3,1(1531-DHK_X1931_NE_1),,1531-DHK_X1931_NE_1,9-1531,1-ISV3,1(717-DHK_X2130_NE_1),Hybrid(217Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38,0,"[37044.000,37632.000]","[0.000,4294967.295]",XMC-2,/,TX low,TX low,37156,38416,"0E1,28MHz,1024QAM","0E1,28MHz,1024QAM",10,10,10,10.1,-10,-10,-35.9,-36.6,10,10.1,9.9,10,-35.8,-36.3,-36.1,-36.6,0,0,0,0,-,-,216.664,216.664,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Enabled,Enabled,1024QAM,1024QAM,QPSKStrong,QPSKStrong,/,/,/,/,21272,-
l-2,,7430-DHK_X2282_NE_1,Sep-30,4-ISV3,1(1688-DHK_X2281_NE_1),,1688-DHK_X2281_NE_1,9-1688,4-ISV3,1(7430-DHK_X2282_NE_1),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[25557.000,25893.000]","[24549.000,24885.000]",XMC-2,XMC-2,TX high,TX low,25592,24584,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",0,0,0,0,-10,-10,-42.4,-42.5,0.1,0.2,0,0,-42.4,-42.5,-43.3,-90,0,0,0,0,-,-,108.702,108.702,/,22179,/,304,/,3584,Enabled,Enabled,-44,-44,-49,-49,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,21273,-
l-3,,7161-DHK_M1214_NE_1,Sep-61,3-ISV3,1(5182-DHK_X2072_NE_1),,5182-DHK_X2072_NE_1,Sep-82,4-ISV3,1(7161-DHK_M1214_NE_1),Hybrid(43Mbit/s),-,1+1(HSB),1+1(HSB),1,2,Work Unit,Work Unit,Revertive,Revertive,Work Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24587.5,25595.5,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",0,0,0.1,0,-10,-10,-40.5,-39.5,0.2,0.1,-0.1,-0.1,-38.7,-37,-40.5,-39.5,0,0,0,0,-,-,42.269,42.269,22173,4098,48,33,631,337,Enabled,Enabled,-52,-52,-57,-57,/,Disabled,/,-,/,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,256QAM,/,QPSKStrong,/,21274,-
l-4,,7161-DHK_M1214_NE_1,Sep-61,5-ISV3,1(5182-DHK_X2072_NE_1),,5182-DHK_X2072_NE_1,Sep-82,6-ISV3,1(7161-DHK_M1214_NE_1),Hybrid(43Mbit/s),-,1+1(HSB),1+1(HSB),1,2,Protect Unit,Protect Unit,Revertive,Revertive,Protect Unit,Protect Unit,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24584,25592,"0E1,7MHz,256QAM","0E1,7MHz,256QAM",0,0,-55,-55,-10,-10,-41.3,-39.5,-55,-55,-55,-55,-38.9,-37.6,-41.3,-39.5,0,0,0,0,-,-,42.269,42.269,26408,4156,50,33,631,337,Enabled,Enabled,-52,-52,-57,-57,/,Disabled,/,-,/,-,Enabled,Enabled,256QAM,256QAM,QPSKStrong,QPSKStrong,256QAM,/,QPSKStrong,/,21275,-
l-1,,7152-DHK_R6732_NE_1,Sep-52,3-ISV3,1(2581-DHK_X1827_NE_1),,2581-DHK_X1827_NE_1,Sep-81,4-ISV3,1(7152-DHK_R6732_NE_1),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[25557.000,25893.000]","[24549.000,24885.000]",XMC-2,XMC-2,TX high,TX low,25592,24584,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",0,0,0,0.1,-10,-10,-35.9,-35.5,0.1,0.1,0,-0.1,-35.4,-35.1,-36.1,-35.5,0,0,0,0,-,-,108.702,108.702,/,/,/,/,/,/,Enabled,Enabled,-42,-42,-47,-47,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSK,QPSK,/,/,/,/,21276,-
l-7,,4455-DHK_X1050_NE_2,Sep-55,4-ISV3,1(1795-DHK_X0447_NE_1),,1795-DHK_X0447_NE_1,9-1795,5-ISV3,1(4455-DHK_X1050_NE_2),Hybrid(54Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26,"[24549.000,24885.000]","[25557.000,25893.000]",XMC-2,XMC-2,TX low,TX high,24622.5,25630.5,"0E1,7MHz,1024QAMLight","0E1,7MHz,1024QAMLight",6,6,2.1,1,-10,-10,-46.3,-46.7,2.1,1,0.4,-0.1,-46.3,-46.7,-47.8,-48.1,0,0,0,0,-,-,53.699,53.699,/,/,/,/,/,/,Enabled,Enabled,-45,-45,-50,-50,Disabled,Disabled,-,-,-,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,/,/,/,21277,-
l-1,,534-DHK_X1077_NE_1,9-534,2-ISV3,1(923-DHK_X2747_NE_1),,923-DHK_X2747_NE_1,9-923,5-ISV3,1(534-DHK_X1077_NE_1),Hybrid(109Mbit/s),-,None,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/,26,"[25557.000,25893.000]","[24549.000,24885.000]",/,XMC-2,/,TX low,25634,24626,"0E1,14MHz,1024QAMLight","0E1,14MHz,1024QAMLight",0,0,0,0,-10,-10,-32.1,-32.2,0.1,0.1,-0.1,0,-31.5,-31.4,-32.1,-32.2,0,0,0,0,-,-,108.702,108.702,/,57230,/,191,/,11499,Enabled,Enabled,-45,-45,-50,-50,/,Disabled,/,-,/,-,Enabled,Enabled,1024QAMLight,1024QAMLight,QPSKStrong,QPSKStrong,/,1024QAMLight,/,QPSKStrong,21278,-
